Provider,total_claims,ip_claims,op_claims,total_reimbursed,avg_claim_reimbursed,max_claim_reimbursed,total_deductible,avg_claim_duration,max_claim_duration,unique_benes,unique_attending,unique_operating,pct_same_physician,avg_diagnosis_count,avg_procedure_count,avg_hospital_stay,max_hospital_stay,ip_ratio,claims_per_bene,reimbursed_per_bene,physicians_per_bene,avg_bene_age,pct_deceased,avg_chronic_count,pct_renal_disease,avg_ip_annual_reimb,avg_op_annual_reimb,avg_months_partA,avg_months_partB,pct_ChronicCond_Alzheimer,pct_ChronicCond_Heartfailure,pct_ChronicCond_KidneyDisease,pct_ChronicCond_Cancer,pct_ChronicCond_ObstrPulmonary,pct_ChronicCond_Depression,pct_ChronicCond_Diabetes,pct_ChronicCond_IschemicHeart,pct_ChronicCond_Osteoporasis,pct_ChronicCond_rheumatoidarthritis,pct_ChronicCond_stroke,PotentialFraud
PRV51015,8,0,8,700,87.5,200,0.0,0.375,3,7,3,1,0.125,3.125,0.0,0.0,0.0,0.0,1.1428571428571428,100.0,0.42857142857142855,71.625,0.0,6.375,0.375,1186.25,1445.0,12.0,12.0,0.5,0.875,0.5,0.375,0.5,0.875,1.0,0.875,0.375,0.375,0.125,0
PRV51016,6,0,6,170,28.333333333333332,90,0.0,0.3333333333333333,2,6,3,1,0.16666666666666666,3.5,0.0,0.0,0.0,0.0,1.0,28.333333333333332,0.5,70.5,0.0,5.5,0.16666666666666666,0.0,878.3333333333334,12.0,12.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0
PRV51017,515,0,515,142720,277.126213592233,3300,1050.0,1.3572815533980582,20,420,113,46,0.08932038834951456,2.704854368932039,0.003883495145631068,0.0,0.0,0.0,1.2261904761904763,339.8095238095238,0.26904761904761904,72.14368932038835,0.009708737864077669,4.36504854368932,0.1650485436893204,3322.7184466019417,2370.990291262136,11.895145631067962,11.966990291262135,0.41941747572815535,0.570873786407767,0.4174757281553398,0.11262135922330097,0.3087378640776699,0.4077669902912621,0.6815533980582524,0.7495145631067961,0.3572815533980582,0.24854368932038834,0.0912621359223301,0
PRV51021,257,29,228,348830,1357.3151750972763,57000,31492.0,2.0,20,208,69,30,0.01556420233463035,3.4280155642023344,0.08560311284046693,4.758620689655173,17.0,0.11284046692607004,1.2355769230769231,1677.0673076923076,0.3317307692307692,72.58365758754864,0.0038910505836575876,4.715953307392996,0.22178988326848248,4886.964980544747,2695.0972762645915,11.95330739299611,11.914396887159533,0.3657587548638132,0.5642023346303502,0.47470817120622566,0.23346303501945526,0.40077821011673154,0.45136186770428016,0.754863813229572,0.7626459143968871,0.2723735408560311,0.33073929961089493,0.10505836575875487,1
PRV51023,36,9,27,65610,1822.5,13000,8624.0,3.6666666666666665,20,35,14,8,0.1388888888888889,4.555555555555555,0.1388888888888889,3.5555555555555554,10.0,0.25,1.0285714285714285,1874.5714285714287,0.4,72.75,0.0,4.361111111111111,0.2777777777777778,5320.277777777777,2475.5555555555557,12.0,12.0,0.4444444444444444,0.5833333333333334,0.4444444444444444,0.1388888888888889,0.2777777777777778,0.4444444444444444,0.5833333333333334,0.8333333333333334,0.25,0.2222222222222222,0.1388888888888889,0
PRV51024,39,9,30,64050,1642.3076923076924,13000,9702.0,1.641025641025641,20,38,13,5,0.10256410256410256,3.5128205128205128,0.1794871794871795,4.333333333333333,10.0,0.23076923076923078,1.0263157894736843,1685.5263157894738,0.34210526315789475,68.02564102564102,0.0,4.717948717948718,0.3076923076923077,4566.666666666667,1973.076923076923,12.0,12.0,0.38461538461538464,0.5384615384615384,0.5897435897435898,0.1282051282051282,0.358974358974359,0.41025641025641024,0.7692307692307693,0.7435897435897436,0.28205128205128205,0.358974358974359,0.15384615384615385,0
PRV51025,87,13,74,118350,1360.344827586207,17000,14284.0,2.1724137931034484,28,76,35,15,0.13793103448275862,3.67816091954023,0.13793103448275862,7.0,28.0,0.14942528735632185,1.144736842105263,1557.2368421052631,0.4605263157894737,73.51724137931035,0.0,4.436781609195402,0.21839080459770116,4823.563218390805,2288.9655172413795,12.0,12.0,0.3218390804597701,0.5402298850574713,0.45977011494252873,0.14942528735632185,0.3218390804597701,0.47126436781609193,0.735632183908046,0.7126436781609196,0.3563218390804598,0.2988505747126437,0.06896551724137931,0
PRV51026,76,0,76,19840,261.05263157894734,3300,340.0,1.0921052631578947,20,56,29,10,0.07894736842105263,2.4078947368421053,0.0,0.0,0.0,0.0,1.3571428571428572,354.2857142857143,0.5178571428571429,69.5657894736842,0.013157894736842105,4.078947368421052,0.15789473684210525,3971.0526315789475,1811.578947368421,11.68421052631579,12.0,0.39473684210526316,0.4342105263157895,0.39473684210526316,0.14473684210526316,0.19736842105263158,0.5131578947368421,0.7368421052631579,0.6578947368421053,0.2236842105263158,0.3026315789473684,0.07894736842105263,0
PRV51027,53,0,53,29840,563.0188679245283,3300,0.0,2.1320754716981134,20,44,10,6,0.16981132075471697,2.4716981132075473,0.0,0.0,0.0,0.0,1.2045454545454546,678.1818181818181,0.22727272727272727,73.0,0.018867924528301886,4.830188679245283,0.3018867924528302,6231.132075471698,3564.5283018867926,11.773584905660377,11.962264150943396,0.4339622641509434,0.6792452830188679,0.5094339622641509,0.16981132075471697,0.3018867924528302,0.5660377358490566,0.7735849056603774,0.8113207547169812,0.18867924528301888,0.24528301886792453,0.1509433962264151,0
PRV51029,93,0,93,30660,329.6774193548387,3300,160.0,0.6989247311827957,20,79,38,10,0.11827956989247312,2.838709677419355,0.0,0.0,0.0,0.0,1.1772151898734178,388.1012658227848,0.4810126582278481,70.91397849462365,0.010752688172043012,3.913978494623656,0.13978494623655913,3849.032258064516,1660.967741935484,11.741935483870968,11.978494623655914,0.34408602150537637,0.4838709677419355,0.3548387096774194,0.0967741935483871,0.3118279569892473,0.3225806451612903,0.6666666666666666,0.7096774193548387,0.1827956989247312,0.3010752688172043,0.13978494623655913,0
PRV51030,171,82,89,739760,4326.081871345029,57000,86748.0,3.198830409356725,23,145,46,12,0.30409356725146197,5.152046783625731,0.3333333333333333,4.621951219512195,23.0,0.47953216374269003,1.1793103448275861,5101.793103448276,0.31724137931034485,71.85380116959064,0.011695906432748537,4.7894736842105265,0.27485380116959063,7453.333333333333,2499.1812865497077,11.859649122807017,11.719298245614034,0.4269005847953216,0.6491228070175439,0.47368421052631576,0.17543859649122806,0.38011695906432746,0.4444444444444444,0.7309941520467836,0.8070175438596491,0.2807017543859649,0.34502923976608185,0.07602339181286549,0
PRV51031,185,28,157,359720,1944.4324324324325,68000,30244.0,2.0,20,157,60,16,0.07567567567567568,3.362162162162162,0.13513513513513514,5.535714285714286,18.0,0.15135135135135136,1.178343949044586,2291.2101910828023,0.3821656050955414,72.63783783783784,0.005405405405405406,4.956756756756757,0.21081081081081082,6142.648648648648,1868.0,11.935135135135136,11.972972972972974,0.4864864864864865,0.6918918918918919,0.4810810810810811,0.10270270270270271,0.3837837837837838,0.43783783783783786,0.7027027027027027,0.8162162162162162,0.4594594594594595,0.2918918918918919,0.10270270270270271,0
PRV51032,23,0,23,5420,235.65217391304347,2900,50.0,0.9130434782608695,12,21,10,4,0.13043478260869565,2.347826086956522,0.0,0.0,0.0,0.0,1.0952380952380953,258.0952380952381,0.47619047619047616,69.43478260869566,0.043478260869565216,4.434782608695652,0.13043478260869565,8186.086956521739,1402.608695652174,11.478260869565217,12.0,0.391304347826087,0.6521739130434783,0.43478260869565216,0.21739130434782608,0.34782608695652173,0.4782608695652174,0.6956521739130435,0.6956521739130435,0.17391304347826086,0.21739130434782608,0.13043478260869565,0
PRV51035,30,1,29,32560,1085.3333333333333,29000,1428.0,2.2666666666666666,20,25,18,7,0.2,2.4,0.03333333333333333,14.0,14.0,0.03333333333333333,1.2,1302.4,0.72,73.76666666666667,0.0,4.933333333333334,0.26666666666666666,3605.3333333333335,1332.0,12.0,11.7,0.26666666666666666,0.6,0.6,0.13333333333333333,0.36666666666666664,0.6,0.7333333333333333,0.8,0.3333333333333333,0.23333333333333334,0.26666666666666666,0
PRV51036,278,0,278,74880,269.3525179856115,4400,1410.0,1.0503597122302157,20,131,5,3,0.15467625899280577,2.615107913669065,0.0,0.0,0.0,0.0,2.122137404580153,571.6030534351145,0.03816793893129771,72.65827338129496,0.0,4.399280575539568,0.15827338129496402,5654.3165467625895,2070.5755395683454,11.863309352517986,11.43525179856115,0.35611510791366907,0.5719424460431655,0.3920863309352518,0.11151079136690648,0.34172661870503596,0.4748201438848921,0.7230215827338129,0.7230215827338129,0.34172661870503596,0.2949640287769784,0.0683453237410072,0
PRV51037,454,23,431,342230,753.8105726872246,23000,25524.0,1.5330396475770924,20,206,3,3,0.16299559471365638,2.986784140969163,0.028634361233480177,4.565217391304348,17.0,0.05066079295154185,2.203883495145631,1661.3106796116506,0.014563106796116505,71.89867841409692,0.022026431718061675,4.656387665198238,0.14537444933920704,3989.911894273128,2154.0308370044054,11.973568281938325,11.931718061674008,0.42951541850220265,0.5969162995594713,0.3986784140969163,0.2290748898678414,0.34140969162995594,0.45154185022026433,0.6850220264317181,0.7995594713656388,0.3700440528634361,0.2907488986784141,0.06387665198237885,1
PRV51038,141,30,111,265490,1882.9078014184397,17000,31192.0,1.7801418439716312,24,107,44,16,0.0851063829787234,3.3191489361702127,0.10638297872340426,4.033333333333333,24.0,0.2127659574468085,1.3177570093457944,2481.214953271028,0.411214953271028,71.56028368794327,0.0070921985815602835,4.843971631205674,0.22695035460992907,4961.276595744681,2191.1347517730496,11.914893617021276,11.936170212765957,0.49645390070921985,0.624113475177305,0.46099290780141844,0.19148936170212766,0.3049645390070922,0.44680851063829785,0.7730496453900709,0.7943262411347518,0.3262411347517731,0.3262411347517731,0.09929078014184398,0
PRV51040,86,9,77,74470,865.9302325581396,21000,8784.0,1.6627906976744187,33,69,15,8,0.16279069767441862,3.453488372093023,0.08139534883720931,10.555555555555555,33.0,0.10465116279069768,1.2463768115942029,1079.2753623188405,0.21739130434782608,71.17441860465117,0.011627906976744186,4.372093023255814,0.1511627906976744,7919.53488372093,2433.0232558139537,11.790697674418604,12.0,0.4069767441860465,0.627906976744186,0.38372093023255816,0.08139534883720931,0.29069767441860467,0.47674418604651164,0.7325581395348837,0.7674418604651163,0.2441860465116279,0.23255813953488372,0.12790697674418605,0
PRV51041,34,0,34,7410,217.94117647058823,3200,270.0,2.3529411764705883,20,31,9,4,0.11764705882352941,2.5294117647058822,0.0,0.0,0.0,0.0,1.096774193548387,239.03225806451613,0.2903225806451613,70.41176470588235,0.0,4.088235294117647,0.08823529411764706,1373.5294117647059,2287.6470588235293,12.0,12.0,0.47058823529411764,0.5,0.20588235294117646,0.29411764705882354,0.29411764705882354,0.4411764705882353,0.6470588235294118,0.7058823529411765,0.20588235294117646,0.2647058823529412,0.058823529411764705,0
PRV51042,142,0,142,48050,338.38028169014086,3300,310.0,1.232394366197183,20,128,52,27,0.07042253521126761,2.4859154929577465,0.0,0.0,0.0,0.0,1.109375,375.390625,0.40625,72.59859154929578,0.0,4.070422535211268,0.15492957746478872,4791.478873239436,2390.4225352112676,12.0,11.830985915492958,0.352112676056338,0.5211267605633803,0.4084507042253521,0.14084507042253522,0.2887323943661972,0.39436619718309857,0.6126760563380281,0.7605633802816901,0.2323943661971831,0.2676056338028169,0.09154929577464789,0
PRV51043,23,0,23,4480,194.7826086956522,1100,0.0,0.0,0,20,6,2,0.08695652173913043,1.9130434782608696,0.0,0.0,0.0,0.0,1.15,224.0,0.3,74.17391304347827,0.0,4.260869565217392,0.043478260869565216,3136.9565217391305,1605.2173913043478,12.0,12.0,0.34782608695652173,0.6956521739130435,0.30434782608695654,0.13043478260869565,0.34782608695652173,0.391304347826087,0.782608695652174,0.6521739130434783,0.391304347826087,0.21739130434782608,0.0,0
PRV51044,59,0,59,21330,361.52542372881356,3300,130.0,2.152542372881356,20,39,1,1,0.2033898305084746,2.389830508474576,0.0,0.0,0.0,0.0,1.5128205128205128,546.9230769230769,0.02564102564102564,69.15254237288136,0.0,4.508474576271187,0.13559322033898305,3621.6949152542375,2770.508474576271,12.0,12.0,0.3728813559322034,0.576271186440678,0.5084745762711864,0.11864406779661017,0.3220338983050847,0.3728813559322034,0.5932203389830508,0.847457627118644,0.3728813559322034,0.3559322033898305,0.06779661016949153,0
PRV51045,31,0,31,8390,270.64516129032256,3300,40.0,2.2580645161290325,20,29,16,4,0.16129032258064516,2.6451612903225805,0.0,0.0,0.0,0.0,1.0689655172413792,289.3103448275862,0.5517241379310345,71.3225806451613,0.0,4.483870967741935,0.1935483870967742,3838.3870967741937,1972.9032258064517,12.0,12.0,0.5161290322580645,0.5483870967741935,0.4838709677419355,0.0967741935483871,0.4838709677419355,0.41935483870967744,0.7419354838709677,0.7419354838709677,0.1935483870967742,0.1935483870967742,0.06451612903225806,0
PRV51046,38,8,30,109370,2878.157894736842,38000,8644.0,1.631578947368421,20,26,6,2,0.18421052631578946,3.473684210526316,0.13157894736842105,4.5,9.0,0.21052631578947367,1.4615384615384615,4206.538461538462,0.23076923076923078,72.07894736842105,0.0,5.105263157894737,0.10526315789473684,5885.789473684211,2156.5789473684213,11.68421052631579,11.68421052631579,0.3684210526315789,0.5526315789473685,0.3157894736842105,0.34210526315789475,0.39473684210526316,0.47368421052631576,0.8157894736842105,0.9210526315789473,0.39473684210526316,0.4473684210526316,0.07894736842105263,0
PRV51047,11,0,11,2530,230.0,1300,0.0,3.090909090909091,20,11,10,1,0.09090909090909091,2.0,0.0,0.0,0.0,0.0,1.0,230.0,0.9090909090909091,70.54545454545455,0.0,3.909090909090909,0.0,4106.363636363636,1662.7272727272727,12.0,12.0,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.09090909090909091,0
PRV51048,38,4,34,27700,728.9473684210526,7000,4352.0,0.6052631578947368,10,33,15,7,0.07894736842105263,2.9473684210526314,0.07894736842105263,4.75,10.0,0.10526315789473684,1.1515151515151516,839.3939393939394,0.45454545454545453,70.28947368421052,0.0,4.921052631578948,0.10526315789473684,4223.684210526316,2144.4736842105262,11.68421052631579,12.0,0.5789473684210527,0.5789473684210527,0.3684210526315789,0.13157894736842105,0.34210526315789475,0.5263157894736842,0.8421052631578947,0.8157894736842105,0.21052631578947367,0.5,0.02631578947368421,0
PRV51049,71,0,71,21720,305.9154929577465,3300,190.0,1.7887323943661972,20,65,35,11,0.11267605633802817,2.5774647887323945,0.0,0.0,0.0,0.0,1.0923076923076922,334.15384615384613,0.5384615384615384,70.64788732394366,0.0,4.661971830985915,0.23943661971830985,2363.6619718309857,3230.9859154929577,11.661971830985916,11.830985915492958,0.4647887323943662,0.6338028169014085,0.4225352112676056,0.18309859154929578,0.4788732394366197,0.4647887323943662,0.6901408450704225,0.6197183098591549,0.30985915492957744,0.29577464788732394,0.09859154929577464,0
PRV51052,46,2,44,30800,669.5652173913044,9000,2346.0,2.282608695652174,20,37,17,5,0.08695652173913043,3.282608695652174,0.021739130434782608,9.0,14.0,0.043478260869565216,1.2432432432432432,832.4324324324324,0.4594594594594595,71.56521739130434,0.0,4.1521739130434785,0.1956521739130435,2940.4347826086955,2126.7391304347825,11.73913043478261,12.0,0.32608695652173914,0.6304347826086957,0.391304347826087,0.13043478260869565,0.2608695652173913,0.41304347826086957,0.5869565217391305,0.6956521739130435,0.32608695652173914,0.2826086956521739,0.10869565217391304,1
PRV51053,1,1,0,8000,8000.0,8000,1068.0,5.0,5,1,1,1,1.0,9.0,1.0,5.0,5.0,1.0,1.0,8000.0,1.0,68.0,0.0,4.0,1.0,8000.0,90.0,12.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
PRV51054,57,0,57,15130,265.43859649122805,1900,140.0,2.3508771929824563,20,40,3,2,0.15789473684210525,2.491228070175439,0.0,0.0,0.0,0.0,1.425,378.25,0.075,70.33333333333333,0.0,3.456140350877193,0.15789473684210525,2494.7368421052633,2455.964912280702,11.789473684210526,11.947368421052632,0.3684210526315789,0.49122807017543857,0.43859649122807015,0.03508771929824561,0.3508771929824561,0.42105263157894735,0.5087719298245614,0.5087719298245614,0.10526315789473684,0.12280701754385964,0.10526315789473684,0
PRV51055,22,2,20,21640,983.6363636363636,16000,2206.0,0.5909090909090909,6,22,6,3,0.13636363636363635,3.6363636363636362,0.09090909090909091,5.5,6.0,0.09090909090909091,1.0,983.6363636363636,0.2727272727272727,68.72727272727273,0.0,4.681818181818182,0.22727272727272727,5162.272727272727,1344.090909090909,12.0,12.0,0.45454545454545453,0.6818181818181818,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.5909090909090909,0.5,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.13636363636363635,0
PRV51056,22,2,20,14700,668.1818181818181,5000,2146.0,0.7272727272727273,5,21,5,3,0.13636363636363635,2.8181818181818183,0.09090909090909091,3.0,5.0,0.09090909090909091,1.0476190476190477,700.0,0.23809523809523808,76.68181818181819,0.0,5.545454545454546,0.3181818181818182,6709.545454545455,3560.4545454545455,12.0,12.0,0.45454545454545453,0.5909090909090909,0.6818181818181818,0.22727272727272727,0.2727272727272727,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.22727272727272727,0
PRV51057,5,0,5,6830,1366.0,3300,0.0,0.0,0,4,1,1,0.4,4.0,0.0,0.0,0.0,0.0,1.25,1707.5,0.25,78.0,0.0,3.2,0.0,12000.0,3138.0,12.0,12.0,0.0,0.8,0.2,0.4,0.2,0.0,0.2,1.0,0.0,0.4,0.0,0
PRV51058,83,5,78,107030,1289.5180722891566,57000,5540.0,1.3012048192771084,20,75,31,11,0.08433734939759036,3.3012048192771086,0.060240963855421686,7.4,16.0,0.060240963855421686,1.1066666666666667,1427.0666666666666,0.41333333333333333,73.43373493975903,0.0,4.518072289156627,0.1686746987951807,5430.240963855422,2156.144578313253,12.0,12.0,0.37349397590361444,0.5301204819277109,0.40963855421686746,0.10843373493975904,0.27710843373493976,0.4819277108433735,0.7469879518072289,0.7951807228915663,0.37349397590361444,0.3132530120481928,0.10843373493975904,0
PRV51059,96,25,71,421060,4386.041666666667,57000,26940.0,2.4791666666666665,35,82,30,15,0.0625,4.083333333333333,0.25,6.88,35.0,0.2604166666666667,1.170731707317073,5134.878048780488,0.36585365853658536,74.11458333333333,0.0,4.208333333333333,0.1875,11978.854166666666,2192.0833333333335,11.5,11.635416666666666,0.3229166666666667,0.6458333333333334,0.3958333333333333,0.15625,0.3020833333333333,0.3854166666666667,0.6458333333333334,0.6875,0.2916666666666667,0.2708333333333333,0.10416666666666667,1
PRV51060,42,5,37,43710,1040.7142857142858,14000,5340.0,2.3095238095238093,20,42,28,5,0.047619047619047616,3.4047619047619047,0.0,4.8,9.0,0.11904761904761904,1.0,1040.7142857142858,0.6666666666666666,71.47619047619048,0.0,4.523809523809524,0.19047619047619047,3784.285714285714,1463.5714285714287,11.428571428571429,11.785714285714286,0.38095238095238093,0.5952380952380952,0.4523809523809524,0.14285714285714285,0.38095238095238093,0.47619047619047616,0.7857142857142857,0.7142857142857143,0.19047619047619047,0.30952380952380953,0.09523809523809523,0
PRV51061,145,1,144,54940,378.8965517241379,6700,1328.0,2.393103448275862,20,67,6,4,0.1793103448275862,2.5517241379310347,0.013793103448275862,8.0,8.0,0.006896551724137931,2.1641791044776117,820.0,0.08955223880597014,76.93103448275862,0.0,4.062068965517241,0.20689655172413793,4060.0,3303.3793103448274,11.972413793103449,12.0,0.2482758620689655,0.42758620689655175,0.4,0.14482758620689656,0.2689655172413793,0.46206896551724136,0.7241379310344828,0.7172413793103448,0.3310344827586207,0.25517241379310346,0.08275862068965517,0
PRV51062,397,3,394,153380,386.3476070528967,25000,3944.0,1.5969773299748111,20,166,6,4,0.005037783375314861,2.7455919395465993,0.012594458438287154,4.333333333333333,6.0,0.007556675062972292,2.391566265060241,923.9759036144578,0.03614457831325301,72.77833753148614,0.0,4.738035264483627,0.2695214105793451,7072.493702770781,2619.5465994962215,11.909319899244332,11.851385390428211,0.44080604534005036,0.6070528967254408,0.47858942065491183,0.1712846347607053,0.3022670025188917,0.5138539042821159,0.743073047858942,0.7128463476070529,0.3853904282115869,0.25440806045340053,0.12846347607052896,0
PRV51063,149,0,149,51110,343.02013422818794,3300,160.0,1.610738255033557,20,115,3,3,0.040268456375838924,2.51006711409396,0.0,0.0,0.0,0.0,1.2956521739130435,444.4347826086956,0.02608695652173913,69.38255033557047,0.006711409395973154,4.469798657718121,0.2348993288590604,4218.993288590604,3000.4026845637586,11.838926174496644,12.0,0.4228187919463087,0.610738255033557,0.4563758389261745,0.12751677852348994,0.2953020134228188,0.436241610738255,0.7046979865771812,0.7785234899328859,0.2550335570469799,0.2751677852348993,0.10738255033557047,0
PRV51064,303,36,267,360320,1189.1749174917493,37000,38948.0,1.9504950495049505,29,227,111,46,0.07590759075907591,3.3795379537953796,0.0858085808580858,5.305555555555555,29.0,0.1188118811881188,1.3348017621145374,1587.3127753303966,0.4889867841409692,72.92739273927393,0.0033003300330033004,4.702970297029703,0.2079207920792079,4816.732673267326,2739.1419141914193,11.881188118811881,11.943894389438944,0.36303630363036304,0.6303630363036303,0.45874587458745875,0.12871287128712872,0.35313531353135313,0.47854785478547857,0.7293729372937293,0.7887788778877888,0.3333333333333333,0.30363036303630364,0.1353135313531353,1
